"TOA5","CR6Series_2","CR6","15361","CR6.Std.10.02","CPU:W20058__CR6CP_EErDuoSi.CR6","35657","Flux_AmeriFluxFormat"
"TIMESTAMP","RECORD","TIMESTAMP_START","TIMESTAMP_END","CO2","CO2_SIGMA","H2O","H2O_SIGMA","FC","FC_SSITC_TEST","LE","LE_SSITC_TEST","ET","ET_SSITC_TEST","H","H_SSITC_TEST","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","WD","WS","WS_MAX","USTAR","ZL","TAU","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","PA","PA_SIGMA","TA_1_1_1","TA_SIGMA_1_1_1","RH_1_1_1","T_DP_1_1_1","VPD","T_SONIC","T_SONIC_SIGMA","PBLH"
"TS","RN","YYYYMMDDHHMM","YYYYMMDDHHMM","umolCO2 mol-1","umolCO2 mol-1","mmolH2O mol-1","mmolH2O mol-1","umolCO2 m-2 s-1","adimensional","W m-2","adimensional","mm hour-1","adimensional","W m-2","adimensional","m","m","m","m","decimal degrees","m s-1","m s-1","m s-1","adimensional","kg m-1 s-2","adimensional","m","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","kPa","kPa","deg C","deg C","%","deg C","hPa","deg C","deg C","m"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-05-21 05:30:00",27,202105210500,202105210530,439.2066,1.48769,10.40414,0.01485105,0.7427304,8,-0.08817544,8,-0.0001283392,8,-0.8676788,8,4.397125,96.29449,15.80158,10.17231,174.0552,0.6910037,1.510162,0.1084936,0.02392261,0.01242752,7,110.5285,0.4206622,0.464879,0,0.3954261,2.910383E-11,0.06093328,86.64467,0.005722196,11.67876,0.1699128,64.74588,5.26875,4.859848,12.61605,0.1693867,228.8353
"2021-05-21 06:00:00",28,202105210530,202105210600,444.0713,1.446419,10.47622,0.04397641,-0.04467946,9,1.629796,4,0.002371258,4,-13.51221,3,22.875,990.3148,108.0571,64.23397,169.6996,1.520586,2.909555,0.1285951,0.2207436,0.01748845,4,11.97829,1.466538,0.3468274,0,0.3923913,0,0.1548565,86.67007,0.008659719,11.27848,0.2974518,66.97273,5.371053,4.437196,12.2209,0.2957445,121.7155
"2021-05-21 06:30:00",29,202105210600,202105210630,443.7309,1.123932,10.70917,0.1524924,2.296231,1,10.726,2,0.01561137,2,-14.94435,1,19.21816,585.5831,78.53025,48.57921,173.6575,1.93775,3.652039,0.1875462,0.07588046,0.03715711,1,34.84599,1.910298,0.425756,0,0.327935,7.450581E-09,0.2242623,86.69798,0.006410831,11.65821,0.2484032,66.75596,5.687823,4.577593,12.62274,0.253033,146.5717
"2021-05-21 07:00:00",30,202105210630,202105210700,435.8328,3.815043,11.3091,0.1445703,2.546126,8,20.37278,8,0.02969114,8,-11.16669,8,36.19448,102.643,51.9207,39.25077,185.1255,2.439732,5.596973,0.2566789,0.0205862,0.06926648,1,128.4419,2.377465,0.7093764,0,0.5424818,7.450581E-09,0.3254499,86.72052,0.006871644,13.03858,0.5722038,64.39095,6.471514,5.381255,14.06174,0.5793401,248.3064
"2021-05-21 07:30:00",31,202105210700,202105210730,433.7063,0.9301533,11.49759,0.1970258,-0.2347952,7,36.40036,7,0.05311957,7,17.11423,7,40.84613,112.9389,58.10239,43.9726,199.2675,2.711044,5.677491,0.3331523,-0.01823574,0.1161295,1,-144.9971,2.629622,0.7710305,0,0.6647643,3.72529E-09,0.3631627,86.72596,0.003219785,14.41384,0.3567693,59.82058,6.708937,6.62542,15.45895,0.3711495,1444.356
"2021-05-21 08:00:00",32,202105210730,202105210800,435.7014,1.289476,11.61115,0.2051234,-1.065245,4,40.73238,3,0.0594992,3,45.85426,3,39.49028,109.179,56.17032,42.5107,211.6292,2.457577,5.426548,0.2836667,-0.07394919,0.08391625,1,-35.75603,2.369367,0.6854008,0,0.6514905,3.72529E-09,0.3225467,86.74973,0.01121056,15.42791,0.4992494,56.60947,6.85411,7.643126,16.487,0.5141615,1497.215
"2021-05-21 08:30:00",33,202105210800,202105210830,432.0852,1.043021,11.65442,0.2449905,-2.472827,3,47.45993,3,0.06941261,3,68.36715,3,38.64422,106.7712,54.9541,41.59146,232.777,2.25297,4.868995,0.2565722,-0.1473453,0.06836383,1,-17.94513,2.128622,0.7967848,0,0.733833,0,0.2997443,86.77543,0.003605991,16.72261,0.5422908,52.32652,6.911101,9.12149,17.79039,0.559068,1741.097
"2021-05-21 09:00:00",34,202105210830,202105210900,432.4901,1.322221,11.65023,0.3113592,-2.902758,3,65.3409,3,0.09570821,3,97.7925,3,40.224,111.1413,57.20332,43.2935,232.0938,2.646533,5.867095,0.3031419,-0.1276173,0.09492946,1,-20.71922,2.49593,0.9083837,0,0.8483523,1.862645E-09,0.3368498,86.78245,0.001913008,18.28597,0.8532096,47.41816,6.905341,11.12315,19.35915,0.8754488,1685.616
"2021-05-21 09:30:00",35,202105210900,202105210930,430.3893,1.74205,11.53765,0.3519526,-1.970559,3,92.66773,3,0.1359207,3,128.8869,3,41.68122,115.1909,59.28131,44.86567,245.9915,3.046326,6.67868,0.3580811,-0.1023867,0.1318122,1,-25.82493,2.924994,0.9200154,0,0.8554841,-3.72529E-09,0.380586,86.77721,0.004049603,19.70387,0.7742962,42.96198,6.763378,13.16753,20.77193,0.8030452,1583.501
"2021-05-21 10:00:00",36,202105210930,202105211000,432.9893,2.390046,11.70333,0.34279,-3.664684,3,71.3039,3,0.1046875,3,114.0056,3,35.83061,98.99808,50.94987,38.5612,233.4446,2.990097,6.357794,0.2801145,-0.188178,0.08037799,1,-14.05122,2.811236,1.019172,0,0.9935526,0,0.3596787,86.77725,0.007474682,20.71722,0.781736,40.92141,6.969023,14.51847,21.80427,0.8132535,1818.976
"2021-05-21 10:30:00",37,202105211000,202105211030,432.0722,2.338405,11.69576,0.3838126,-1.326689,7,91.37043,1,0.1343273,1,136.0705,1,36.40206,100.5863,51.76476,39.17772,221.7379,3.062087,6.671251,0.3162445,-0.1565371,0.1019753,1,-16.89139,2.935295,1.02288,0,0.8505686,3.72529E-09,0.3981186,86.77961,0.003822245,22.09426,0.8342601,37.59449,6.958682,16.68929,23.1857,0.8641993,1762.172
"2021-05-21 11:00:00",38,202105211030,202105211100,426.8042,1.489938,11.65043,0.4606423,-2.763505,1,87.34265,1,0.1285368,1,177.2588,1,37.67589,104.1008,53.57677,40.54908,198.9019,2.935589,6.792503,0.3491026,-0.1500285,0.123807,1,-17.62419,2.600573,1.089625,0,1.322397,3.72529E-09,0.420989,86.76559,0.004907134,23.14905,0.9691986,35.1285,6.897247,18.50679,24.24019,1.001682,1747.516
"2021-05-21 11:30:00",39,202105211100,202105211130,429.4974,1.546196,11.52448,0.4972181,-1.826725,4,94.49035,1,0.1391791,1,189.6642,1,36.52536,100.9289,51.94059,39.31074,187.8105,3.08159,7.490839,0.3560671,-0.1513771,0.1283931,1,-17.46717,2.804734,1.022431,0,1.254733,7.450581E-09,0.4463604,86.75787,0.005450216,24.06602,0.936699,32.87432,6.737749,20.22949,25.14878,0.9718586,1750.657
"2021-05-21 12:00:00",40,202105211130,202105211200,427.2967,2.335243,10.36746,1.08244,-2.013362,1,145.6447,1,0.2147769,1,218.9678,1,36.56666,101.0474,52.00007,39.3557,202.6166,3.436004,12.94421,0.3812543,-0.1438768,0.1466597,1,-18.37774,3.087954,1.375156,0,1.493245,3.72529E-09,0.4772601,86.75226,0.004120448,25.27085,1.105169,27.57212,5.16593,23.47763,26.24944,1.133901,1732.445
"2021-05-21 12:30:00",41,202105211200,202105211230,424.399,1.557241,7.399102,1.3497,-0.3859402,3,174.5909,3,0.2574978,3,162.9253,3,35.5654,98.3129,50.58048,38.2809,207.317,3.749834,10.80754,0.3764091,-0.1140688,0.1430093,3,-23.18014,3.361611,2.041395,0,1.618837,3.72529E-09,0.4878345,86.7298,0.009326572,25.41121,0.971998,19.50968,0.2980453,26.2674,26.11117,1.026602,1636.397
"2021-05-21 13:00:00",42,202105211230,202105211300,422.0164,0.4332188,5.280764,0.4111153,-0.368044,7,87.8848,5,0.1295498,5,60.40189,5,40.51125,112.0014,57.62363,43.61049,158.5978,3.149031,12.4942,0.3954753,-0.0373017,0.1582505,1,-70.88497,2.626879,1.231105,0,1.813801,0,0.4355587,86.71533,0.007870183,24.86659,0.7008084,14.42442,-4.061212,27.01743,25.36586,0.726577,1480.217
"2021-05-21 13:30:00",43,202105211300,202105211330,423.0954,0.6942664,6.00567,0.5785024,-2.034712,4,108.1511,2,0.1594652,2,100.5485,1,32.3871,89.52958,46.05679,34.85757,156.962,2.532503,7.616512,0.2990201,-0.1405571,0.09033573,3,-18.81178,1.949799,1.280403,0,1.66326,-9.313226E-10,0.4356446,86.68719,0.01239244,25.13318,0.6710196,16.13252,-2.369609,26.90125,25.70123,0.6971802,1723.764
"2021-05-21 14:00:00",44,202105211330,202105211400,422.5201,0.7400116,6.829249,0.523582,-1.897662,3,104.7252,3,0.1546109,3,168.739,3,37.36996,103.334,53.15482,40.22849,195.5484,4.101,10.92953,0.4885958,-0.05264797,0.2399554,1,-50.22283,3.797714,1.664961,0,1.538906,0,0.5952418,86.65031,0.007066918,26.44902,0.9615129,16.95011,-0.620177,28.82403,27.09755,0.9924922,1490.215
"2021-05-21 14:30:00",45,202105211400,202105211430,422.0258,0.5041254,6.697563,0.45498,-2.075612,1,144.8238,1,0.2139297,1,231.2273,1,38.05182,105.205,54.12308,40.96143,191.9035,3.640908,8.184842,0.4526638,-0.09079137,0.2055214,1,-29.12314,3.312399,1.214069,0,1.509072,7.450581E-09,0.5391424,86.62743,0.007854939,27.02385,0.9997467,16.04881,-0.8804354,30.13542,27.66119,1.043102,1517.537
